audio_file	transcription	duration
Chapter15_54_54.wav	Ama mascarillatak kunkani?	1.6308125
Chapter15_55_55.wav	Alcaldesawan empanadatak mikunkapak rinkaka manka, ñuka churipredi, uyachik antamanta manuelanti, ama suñapi shuk reportaketa shinanakur.	10.2045
Chapter15_56_56.wav	Nishpaka, kankunaka kanadrokunani, kukkallorukunani, yapa llakipi urmashkankichik.	5.943875
Chapter15_68_68.wav	Ari ari, makita satishpa ashnampet cholio kicharishka.	3.9470625
Chapter15_69_69.wav	Ishkuntallamekunamari tiyan, kayposu kallarishkamanta tukupakirishpa, ninan llakiyapashkamari kan.	6.5244375
Chapter15_6_6.wav	Hawaniropak ayllullaktapi.	2.478625
Chapter15_70_70.wav	Maypitayari, petróllopak hatun pukyukunaka maypitayariy.	3.8089375
Chapter15_72_72.wav	Chayllomata yallishpa autoridadkuna nin.	2.9258125
Chapter15_74_74.wav	Displotación limpiay segura kan.	2.3590625
Chapter15_77_77.wav	Killkakatirkanchikmi nishkakunata, chaypika chay surkukunaka mapayachishka petrollón mapayachishkataka allichishunmi nishkarkami.	10.03275
Chapter15_7_7.wav	Pandimiamanta rimaykuna.	2.476375
Chapter15_82_82.wav	Tupariyakunapi ima mana alli kakpika uskami allichishun.	5.2600625
Chapter15_89_89.wav	Pero mashikuna, nachu hatarishkankichiyariy.	3.403
Chapter15_8_8.wav	Chunka pichka kapitullun.	1.691125
Chapter15_93_93.wav	Allpa ukupi chakuna estadopak nin.	2.352875
Chapter15_94_94.wav	Hawapachapi tiyakuna estadopak nin.	2.2151875
Chapter15_96_96.wav	Ni samaypash.	1.2405625
Chapter15_99_99.wav	Wakuna kansela unkushka wacharin, llakirinchikmi.	4.033125
Chapter16_101_101.wav	Kishpichiway Marta, nachu kristiyana kanki.	3.815875
Chapter16_10_10.wav	Ñukaka, Magdalena kalli sawan imatalla kay llakikunakawa ruranamanta rimashpa katikurkanimi.	8.682125
Chapter16_110_110.wav	Marta, Martaku, yaykuchun sakiyway.	3.4944375
Chapter16_111_111.wav	Rikaymanta, mana kashpaka, policeyataka yashami.	2.993
Chapter16_114_114.wav	Mushuk, normalidad nin?	1.83375
Chapter16_116_116.wav	Wakin, supremillonariyokunalla tukuy yallpa mamapi tiyak, pulkipa chawpita paykunalla chari.	7.3030625
Chapter16_117_117.wav	Ari, chaymantami imatapash rurana kanchik makdalena.	4.2519375
Chapter16_118_118.wav	Shuk tantanakuyta, shinapash mana rimankapalla tantanakuyta, imatapash rurankapak shuk partiduta charina kanchik.	9.0403125
Chapter16_11_11.wav	Hawaneropak ayllullaktapi.	2.4903125
Chapter16_121_121.wav	Shinapash Amaru Sánchez riksishka ñawpaman apakmi kan.	4.69175
Chapter16_122_122.wav	Ari, empresami nera ñukata pantanachikukpi payka ñukata rimawatallami.	5.6303125
Chapter16_123_123.wav	Ari, chay shinallatak makdalena, kikimi rukakunakawa ñukaman yachachirkanki.	5.85175
Chapter16_12_12.wav	Pandimiamanta rimaykuna.	2.372
Chapter16_130_130.wav	Gumersinda, chakrakunawan, wertukunawan, kay cooperativakunawanpashllamka payka alli kantidata kan.	8.139875
Chapter16_131_131.wav	Kistopacha ninki.	1.4295625
Chapter16_133_133.wav	Rikuychik, ñukapak kumari Martapak hampik mashitapak.	4.3875625
Chapter16_135_135.wav	Mama, kanta rikunkapakmi, ñitukunalla mushka.	4.2875625
Chapter16_137_137.wav	Radiupi mari, ama wakchalla yayakunata sakichichu ninakun.	4.4999375
Chapter16_13_13.wav	Chunka sukta kapitullón.	1.8924375
Chapter16_146_146.wav	Ñami ñukapak, primokunapak chayamunka.	2.858
Chapter16_148_148.wav	Hatun mama kashkamantami, kunanpakta, pastelkuta, mikunkapak munanchik.	4.78025
Chapter16_152_152.wav	Imashinata kakrin willachiway, uh, usavión.	3.453375
Chapter16_154_154.wav	Shuk partidolikulokista nishka, ashipamamapa derechukunata paktachinkapak yani.	6.002375
Chapter16_155_155.wav	Na, shinallatak feminista, warmikunapa derechukunata wakay chinkapak shinallatak wawakunapak kari wawakunama derechukkunapash.	11.0815
Chapter16_156_156.wav	Tukuykunapa tantanakuy, inclusive ushinallatak democraticunishkapash mana pipash shikanyashka sakirichu.	8.4035625
Chapter16_157_157.wav	Muna nimi, Eusebio, chay tantanaku yuyachinata yuyaytaka allikachinimi.	6.3058125
Chapter16_159_159.wav	Ari, ñukaka kankunawami kani, alcoholkaldesa.	3.3103125
Chapter16_15_15.wav	Alcaldesa, ñukaka kikinwa kay pachakunapi paktakashkamanta ninanta kushikunimi.	6.41125
Chapter16_161_161.wav	Kikinka, kikinka mashikunmersinda?	2.140125
Chapter16_165_165.wav	Kay llaktapika tukuy llakuna urumashpa purikpimi habonero nishpariksin.	6.447625
Chapter16_166_166.wav	Shinapash mana kikinta rimanichu allkaldesa.	4.0933125
Chapter16_16_16.wav	Ñukachu rikridika ashtakata kikintallikachinkin.	3.63
Chapter16_173_173.wav	esperanza shina hatarishka warmikuna, wayllallatami kan.	5.2988125
Chapter16_175_175.wav	Alkantesa nachu kikinchata kutin sakirinkapak kapanki.	4.332625
Chapter16_178_178.wav	Ñukaka relekcióta mana allikachinichu.	3.2814375
Chapter16_17_17.wav	Ay, Fredika alli wamprakaymantami shina yuyan.	3.8209375
Chapter16_180_180.wav	Ñukaka mana shina yuyanichu makdalena.	2.942875
Chapter16_181_181.wav	Kikinka allimi allkalli awkupi llamkakushkanki.	3.6809375
Chapter16_184_184.wav	Kunanñalli sinchik tantanakun, politikowiñachishkata charikrinchik.	4.9419375
Chapter16_185_185.wav	Shinaka pitata alcoholkalliapakka kantidadatuta churashun.	3.63425
Chapter16_186_186.wav	Ay, chaytaka ñami kipaman rikushun tonamaru.	3.5236875
Chapter16_18_18.wav	Payka allipachata radiyuta ñawamanapakun.	3.4768125
Chapter16_190_190.wav	Allipachama kapak narkaldesa?	2.6519375
Chapter16_191_191.wav	Pastorash, imatak chari yachay chayarkani.	3.5795
Chapter16_193_193.wav	Pinishkata ama willashpalla, millakruta rurashkata willay.	3.9066875
Chapter16_197_197.wav	Pastor, shuyuchikuna tantanakunakun.	3.6289375
Chapter16_199_199.wav	Chayshukpika apendizitillami kashka karka.	3.2269375
Chapter16_19_19.wav	Kanpak churika shinchik llamkankwanprakmi kan, usherio.	3.3978125
Chapter16_1_1.wav	Sumak kawsay uyachik anta, Amazoníapi llakikuna hawa willachishka purinakunkakaman.	6.0663125
Chapter16_200_200.wav	Manopastor, kayka shuk layami kan.	3.6524375
Chapter16_203_203.wav	Ña ha niwaylla, ama muycespak ñawpakpisha aykukshinataka charichu.	4.4516875
Chapter16_204_204.wav	Pastor, chay runakunaka alli kaldesa Magdalena wanchuk partiydo politikuta wiñachinkapakmi tantanakunakun.	9.180375
Chapter16_206_206.wav	Paykunapa tantanakuypa bandirak?	2.5508125
Chapter16_207_207.wav	Ima bandera, ima bandera panikun.	2.2500625
Chapter16_208_208.wav	Kiduulukiyari kina runishkapa bandera.	3.2244375
Chapter16_209_209.wav	Ari pura sawarinamantera.	3.212
Chapter16_20_20.wav	Yupaychani, alcoholcaldesa.	1.7221875
Chapter16_210_210.wav	Yumanamanta yachana wasikunapi yachachachinkapak bancsira.	5.4476875
Chapter16_211_211.wav	Ima pachapipash kariiman, mana kashpaka warmiman tikranalla banctera.	5.700625
Chapter16_212_212.wav	Ashtawankari, allikuta uyapay pastor.	4.2058125
Chapter16_213_213.wav	Chichu warmikunapa, wawakunata, wanchikpash shirkulpa, pantera.	5.920625
Chapter16_218_218.wav	Shukkawun, shukkawuta llukchikmpashkor.	2.531375
Chapter16_222_222.wav	Hawaniropak ayllullaktapi.	2.503875
Chapter16_223_223.wav	Pandimiamanta rimaykuna.	2.37875
Chapter16_22_22.wav	Ashtakata kikimi kumpihanzata charina.	2.41275
Chapter16_24_24.wav	Ñaman kaldesa niwaychu.	1.953125
Chapter16_2_2.wav	Pusakpatak pueblo zurikinariyush yallimi apya yallamantatiyan.	4.242
Chapter16_38_38.wav	Shuk partido politikunishkata.	2.0726875
Chapter16_39_39.wav	Maymantatak chay yuyayka llukshirkka ushaviyun.	2.8319375
Chapter16_40_40.wav	Kay pandemiaaka tukuyta shukmatikrachishka.	2.60225
Chapter16_42_42.wav	Ruku politikukunaka normalidadma tikranata rimanakun.	3.8560625
Chapter16_43_43.wav	Ima normalidad.	1.636875
Chapter16_44_44.wav	Kunan llakikunata charinchik, ari, chayka kayna punchakuna, washa normalidad nishkata chaypi kawsanakuymana, kay llakipi kawsanakunchik.	10.007875
Chapter16_45_45.wav	Rukutaytakunata wakunashpa puri, hampikmi ñukamanka willawarka.	5.090625
Chapter16_46_46.wav	Ñukakunmari Martapa mamatomasha chayamurka.	3.818375
Chapter16_47_47.wav	Pay kashtaka ushikunata, ña tukunatapash charin.	3.7096875
Chapter16_50_50.wav	Shimita killparipay, mascarillawan.	2.388125
Chapter16_54_54.wav	Mashkarillata nikupani.	2.1496875
Chapter16_5_5.wav	Apolu ñu, paypa katikunawan ñankunapi yachana wasipa punkukunapipash drugata hatukunka kanman.	8.3828125
Chapter16_62_62.wav	Ashtawan kawsankapak munashpachu,bakunarikuk pankishin.	3.5006875
Chapter16_65_65.wav	Tayta riyash munashpaka apankachariyak?	3.132625
Chapter16_66_66.wav	Ama wakchalla kankapakmi wakunata munay.	3.291375
Chapter16_67_67.wav	Ama wakchayakankapak mamita?	1.9784375
Chapter16_69_69.wav	Kay pandemia chayamushkamanta, ñuka ushikuna, ñukapa churikuna, rikunkapak mana shamunka.	7.81525
Chapter16_6_6.wav	Policía kunataman manchaychu.	1.9233125
Chapter16_74_74.wav	Ari, mamita, chayka llakimi kan.	2.970875
Chapter16_75_75.wav	Fredy, churi, kay mashami, ratukupak?	2.9528125
Chapter16_77_77.wav	Riyri, imashamanta sumak kawsay uyachik antaka wamprakunapa, yachak hukunapa, llamkakunapak wasipi kawsak wiwakunapapash uyachinakunata kay programakunata charin.	13.6229375
Chapter16_78_78.wav	Shinapash hatun mamakunapa, hatun taytakunapa mana ima programakunata charinkichik.	6.7428125
Chapter16_80_80.wav	Ñuka raratsunta charinkapaka mana munanichik.	2.961375
Chapter16_81_81.wav	Ñukaka rukukunapa uyachikunata kay programa nishkakunata rurachun munani.	5.996875
Chapter16_83_83.wav	Chayka tumasa mamaka ña na wakchalla kani yuyankachu.	4.5313125
Chapter16_89_89.wav	Ñukami kani, Marta, kanpa kushka.	3.136125
Chapter16_8_8.wav	Kumersinda, wayr ukumantakunawan makanakukunka kanman.	5.0208125
Chapter16_92_92.wav	Kanta, ñukanchikmatillitak ushikutapak?	3.7018125
Chapter16_93_93.wav	Shampak mapashimi rukuwanmatillitapak shutitaka ama niytapash nichu.	4.164625
Chapter16_94_94.wav	Uyawaymarta.	1.410375
Chapter16_97_97.wav	Supay ninkichik?	0.9071875
Chapter16_9_9.wav	Shinallatak, wakunakuna manarak llaktaman chayamushka kanka kanman.	4.998875
Chapter17_100_100.wav	Hormi kuna alli wawakunata wiñachichun, kusakunatakuyachun, wártyanash de logarkachun.	7.4691875
Chapter17_103_103.wav	Kaypimi kana derokunapak chikita kupanchik.	3.010625
Chapter17_107_107.wav	Tayta cura, pastor, ñukanchinkolden, kans minera empresakunaka kay exploración yan kaykunawan kallarichun, mayu umapi.	12.1253125
Chapter17_10_10.wav	Pastor, rikupay, wawapak yachachina wasimanta kamukunata.	5.64225
Chapter17_112_112.wav	Shina alli kashkamanta, tayta diuska achkatatikrachinkami.	4.6290625
Chapter17_115_115.wav	Kaparin kapak, vallakuna, cárterkuna, pulletokuna, tenevishon, radio willaykunawan.	8.371
Chapter17_116_116.wav	Sumak kawsay uyachik antaka comunismomi kan, paykunaka feminaciónsikunatami yanapan.	7.3881875
Chapter17_117_117.wav	Ari, alcoholiyatak mishana kanchik, alli makipi sakirichun asekurarina kanchik.	8.275
Chapter17_118_118.wav	Akustin ñukanchik kantidatawan mishakrinchikmi shinallatak chichu kuytsakunapa kamachikunata churakrinchik, kay warmikunaman shuk wasikunata churakrinchik, kaykunapak maternidadata chaskichun.	15.6716875
Chapter17_120_120.wav	Kay yawankillikukuna, katullikukunaka paykunaka kallarimanta mana paktallachu karkakuna, makanakushpalla kawsankarka.	10.4215
Chapter17_121_121.wav	Shinapash kay ideolokía de gener uyarikpika chiklishena llutarirkakuna.	5.7665
Chapter17_122_122.wav	Impresariukunawan, dirichka politikukunawanpash tantanakushpa katinakun.	5.7475625
Chapter17_123_123.wav	Paymi nishman nishkaka paykunapaka kallariyenemikomi kan.	4.4548125
Chapter17_125_125.wav	Wawakunapa kawsayta kuydanchik nin.	2.6105625
Chapter17_127_127.wav	Ari, paykunaka shulluywan antikoncepti wawan, omosexuelkunawan, chaypilla yuyayka.	6.8073125
Chapter17_129_129.wav	Imatapashanyari.	1.4460625
Chapter17_130_130.wav	Chashnami kantaka controlan, ashtawan rikurayan.	3.8205625
Chapter17_131_131.wav	Yukuna, yumana sexunishkaka kanpallakmari kan, nachu shinaka?	5.74875
Chapter17_133_133.wav	Ari, kay diashpakshimi sawarina, kay taytaytapi mamapi, wawapi, trari shunalay llukunamanta chay tukuykuntokuna.	7.6866875
Chapter17_134_134.wav	Piatrullami kan.	1.5224375
Chapter17_135_135.wav	Chaykunaka umachikrin, religiy usu ñawita churashpa kushki kamayta pakankapak.	6.1014375
Chapter17_138_138.wav	Shuk kuytsaku llamkana entrevistaman rishka, payka ima kondisiwanta chaypustupi llamkakrin nishpatapushka.	8.2905625
Chapter17_142_142.wav	Mana, kay puncha mana tiyanchu, mana apariyadukuna tiyanchu.	4.6828125
Chapter17_144_144.wav	Mana, killakushkipish, na tiyanchu, nima sentavo.	4.34475
Chapter17_146_146.wav	Na kuychaku, kayka, mama tukuna pushtumika.	4.4065
Chapter17_148_148.wav	Uyay, Gumersinda.	1.371625
Chapter17_149_149.wav	Imashinata kay govierno, hampikkunapak, yachaykunapak kullkita anchuchikrin, programa socialkunata anchuchikrin, presiukunata hawaman churakrin, salariyukunatapash urayachikrin, tukuykunata llamkay illak sakirikrin, kubilladokunapak, pensiyukunata ushiyachikrin, llamkaykunata llukshichikrin, tukuyta privatisakrin.	23.115125
Chapter17_152_152.wav	Kaymereidas ekonomi kash, kay llakikuna paktarichunka, chawpi llaktapi tiyak runakunami wasipi sakirina kan, kaydomestikko llaktakunata gratis aparishman.	11.99275
Chapter17_154_154.wav	Shinapacha umersinda.	1.712875
Chapter17_155_155.wav	Kapitalismoka imatapish uyak warmikuna wachakkunatami mutsurin.	5.0773125
Chapter17_156_156.wav	Kushkillak tukuy 24 pachakunata llamkachun, may ima yanushpa, pichashpa yachachishpa, hampishpa wawakunata rikushpa, rukukunata rikushpa.	11.9549375
Chapter17_157_157.wav	Chaykunapak ayllukunata kamashpaka charikunapa bolsillukunatami kamakunchik.	5.602125
Chapter17_159_159.wav	Na tiyustamunaymanta ruranchu, piblamantapash mana ruranchu nachu?	5.7346875
Chapter17_160_160.wav	Na kuyashka Gumersinda.	2.11775
Chapter17_161_161.wav	Diospak shimitaka nimapak na munankunachu.	3.4110625
Chapter17_162_162.wav	Maki ukupika charinmi, proyectopolitiskakta.	5.04875
Chapter17_164_164.wav	Kullakuna, diusak rimakuna, shinapish kullkita munan, toularta munan.	6.800375
Chapter17_165_165.wav	Kutin, ñankunapi kapariykkunaka ayllumanta kapariyinkuna, mana yachaymantaka kay privatizationkunata hatun corporationkunata yanapanata munan.	12.363
Chapter17_166_166.wav	Kay kulldenkanchik nishkashini.	2.532625
Chapter17_167_167.wav	Hawaneropak ayllullaktapi.	2.50375
Chapter17_168_168.wav	Pandimiamanta rimaykuna.	2.29575
Chapter17_1_1.wav	Shuk ayak shinashina, pantasma shinashina tukuy llaktakunapi purininmi, ashtawanka Amiriy kalatina llaktakunapimi payka purin nin.	11.1984375
Chapter17_20_20.wav	Omosexualidadka shukku llaki unkuymi kan.	3.7353125
Chapter17_22_22.wav	Kay kuchakunatami, yuska, sodomakumakumura llaktakunatapash tukuchirka.	5.3860625
Chapter17_23_23.wav	Ima tata kay erikikunaka munanchu, imami.	3.962125
Chapter17_24_24.wav	Killaman, kay, barriokunata tukuchichun, paykunapa huchamanta.	5.2326875
Chapter17_27_27.wav	Paykunashina rurana kanchik, shuk tantanakuytami rurana kanchik, alli kaldiyata mishankapak, chaymanta, ayllukunapak, mamallaktapak, valorash nishkakunata shinchikachina kanchik.	14.7330625
Chapter17_2_2.wav	Sarun punchakunapika kay ayaka kommunismo nishka shuti karka.	5.4115625
Chapter17_30_30.wav	Balorkunamanta mana sinchiyta rimaypakchu kanki.	3.5894375
Chapter17_33_33.wav	Munisipiuta apak ukumantak alli yachakushkakunata rurankapak munakkunatapash charinchikmi.	7.1124375
Chapter17_37_37.wav	Imanamana, mashikunmari.	1.8155
Chapter17_41_41.wav	Mana yanchanichu, doctor.	2.176125
Chapter17_47_47.wav	Imashpatak na matria shutichinchik?	2.6481875
Chapter17_49_49.wav	Ari, matria.	1.491375
Chapter17_4_4.wav	Ideolukía de kenarunishka.	2.43625
Chapter17_52_52.wav	Matria shutika chaytami nin, runakunapak sapikuna warmikunamanta kanchik, allpashina pukuchik.	8.54825
Chapter17_54_54.wav	Matria libre shutitachurashun.	2.631375
Chapter17_55_55.wav	Probocatikomi kan, liberadormi kan.	4.1003125
Chapter17_58_58.wav	Huyayay, makyariybre.	2.897
Chapter17_5_5.wav	Kallaripika ukupachawan kay indiernunishkawan manchayta churarka, kipamanka, kun munismo nishkawan manchayta churan, kunanka ideologia de generunishkawan manchachinakun.	14.754125
Chapter17_60_60.wav	Willsunk wallachik empresami niramanta pushak, petroliramanta pushakpash shuk medina shutiwan runapash chay wakrakamayuk Amazoniyata rupachishka runa ari, chay runakuna pas turewankillikwan katolikukura wampash tantanakushkakuna.	19.6908125
Chapter17_62_62.wav	Ayllukashak radomi kan, ñukanchik llaktak kawsaypak.	3.46775
Chapter17_63_63.wav	Allita nirkanki pushak kirinti?	2.4623125
Chapter17_64_64.wav	Kay musuk partido politikopak yuyaykunaka yalli llakimi yuyarin.	4.927125
Chapter17_65_65.wav	Kayllariypachakunamantallatak tayta dius, diseñorikinall nishka churashkata mana uyán.	6.70225
Chapter17_6_6.wav	Hawaniropak ayllullaktapi.	2.4203125
Chapter17_78_78.wav	Shinapash ñukanchik alli alli kardiyata apankapak kantiyda tukka?	3.670375
Chapter17_7_7.wav	Pandimiamanta rimaykuna.	2.3651875
Chapter17_81_81.wav	Kikinka imata yuyapanki allkaldesa.	2.967875
Chapter17_83_83.wav	Imatapashpaka hushpami, zapukkunaka mana takin nin.	4.4216875
Chapter17_85_85.wav	Ñukanchikka shuk alli consulta demokrata rurarkanchik, mushuk yanapakkunata, matria libre tantanakuymanta.	8.6740625
Chapter17_87_87.wav	Paykunaka kay Amaru Sánchezkantidadatuta katikrinchik ninmi.	4.1144375
Chapter17_8_8.wav	Chunka kanchik iskapiturun.	1.773125
Chapter17_90_90.wav	Paywanmi kay alliataka mishakrinchik ninmi.	3.427875
Chapter17_97_97.wav	Ama piñarichu, ñuka tayta ari runa kachunmi yachachirka, chaymantami tukushunkuwan kay kantidadurata arimi.	8.224
Chapter18_101_101.wav	Apolu ñukay salti, violak chapi kan tik runa.	3.775375
Chapter18_102_102.wav	Ñukapak kumari imataka kayta yachak chayashpaka atallpa mikuna tullu, ña llamkarirka.	6.8385
Chapter18_107_107.wav	Apolonio, kikinpa tantanakuyka maykantaka?	3.756875
Chapter18_108_108.wav	Ñukanchikpapash tiydo tantanakuyka, manos limpiyak shutitami charin.	4.2925625
Chapter18_109_109.wav	Shuwakkunata tukuchinkapakka, manus limpias alli makita micharinakanki.	4.42725
Chapter18_10_10.wav	Alcaldiyata mishashpaka, ñukanchik, kallaripika tukuylla kitik kawsaykunamanmi pakunata churashun.	7.828125
Chapter18_112_112.wav	Kishpichikway, shukta puykuta rurapasha apunoniu.	3.827625
Chapter18_113_113.wav	Manachu kikin, tawka kuy shikkunata charipanki.	2.856875
Chapter18_117_117.wav	Mana allikachishpa rimaykunaka llullashpa impidiamanta ninakuy.	4.6625625
Chapter18_11_11.wav	Pipishbakuna mana munashpaka ama chunkarichun.	3.8676875
Chapter18_121_121.wav	Patita desanthoshutirishka runapashmi kantidatotukushka, payka ñukanchik seleksiyunmanta pukllakmi.	8.1153125
Chapter18_122_122.wav	Rikuychik, regitantatakik chikka kuykukuytsapashmi kantinata tukushkun.	6.335375
Chapter18_124_124.wav	Allikuta rimashpaka, kaypika, politika nishkaka katuna pampashinami kan.	6.1173125
Chapter18_128_128.wav	Kaypimi kanchik Amaru Sánchez kanridadun nishkawan.	3.895875
Chapter18_12_12.wav	Shinapash, ñukanchik mana ima kullkita mañashpami pakunataka kushun.	5.5305
Chapter18_135_135.wav	Ari, shinapacha, kay mamallaktaka rasista kan, shinapash mesti sakunaka tukuylla kanchik.	6.5885625
Chapter18_137_137.wav	Rasismuka chakana shinami kan.	2.413875
Chapter18_139_139.wav	Ari, kikin nishkashinaka kaypika mistisokuna, mishukuna ashtawan tiyan.	5.8703125
Chapter18_13_13.wav	Kallari kimsa killakunapika tukuykunallami ña pakunarishka kan.	5.449375
Chapter18_140_140.wav	Kikin konsekuta mishashpaka, chawpikari, chawpika warmi churarinki ninkash.	5.0258125
Chapter18_142_142.wav	Pastorkunaka nachu diushpakkamashkata rimanakun.	3.129
Chapter18_143_143.wav	Shinaka, alcoholdiya ukupi kachayta paktachishpa kallarinariy.	4.5890625
Chapter18_145_145.wav	Kutin kay kay, kay, lesbiana, shinallatak transkunapash kimirinkacha?	5.3089375
Chapter18_147_147.wav	Shamuk all kalliaka kuychishinami kanka, tukuy tushpokunata rikuchik.	5.681375
Chapter18_148_148.wav	Tukuchinkapaka, tayta Amaru ushanchik, kikinka allkaldiyata mishasha yuyankichu?	5.962125
Chapter18_14_14.wav	Matria libre, mushuk partiduta yachak chayashpaka, hawapi kak charik runakunaka ninanta mancharirka.	7.3125625
Chapter18_15_15.wav	Ashtawankari shuk runa ñawpama apak, Amaru Sánchez, alliapak kaldiyapak kantinatuk kakta rikushpa karin millay wampachak kaparinakurka.	9.92225
Chapter18_160_160.wav	Kuya yayay, matria libre.	1.9106875
Chapter18_162_162.wav	Hawaniropak ayllullaktapi.	2.447375
Chapter18_163_163.wav	Pandimiamanta rimaykuna.	2.3955
Chapter18_16_16.wav	Ama rusánchez.	1.66525
Chapter18_17_17.wav	Pitak ama rusachishka kan.	2.34975
Chapter18_1_1.wav	Ñami kitipa munisipiuta ñawpama apakunata akllaykunapa chayamukun.	5.5310625
Chapter18_20_20.wav	Eskulata yapash tukuchirkacha?	2.667375
Chapter18_22_22.wav	Admi nistrashun munisipalka yachakunapa makipi kana kan.	5.97925
Chapter18_23_23.wav	Payka firmanata llapash yuchanchik.	3.1635625
Chapter18_25_25.wav	Chay Amaru Sánchez nishka runaka, ima shinakopashnantata ushankacha.	6.0788125
Chapter18_26_26.wav	Imaurata rikushkanchikari shuk indiukobernaktaka redpublicapi paykuna purapash mana gobernari tayushanka.	10.001
Chapter18_27_27.wav	Alcaldesa Magdalena ayalapash imashamanta paykunawan kashkataka mana yuyaypi hapirkachu, ñapash mana alli rimaykuna kallarirka.	9.9473125
Chapter18_2_2.wav	Alcaldiyata pushakta kunsikun munisipalta pushaktapashmi akllakrin.	5.5003125
Chapter18_32_32.wav	Paykunaka, reallakadami addela, lenkuatapash, yalli yachan yarin, ha ha, matria, nishka musuk shimitapash llukchishka.	9.713
Chapter18_36_36.wav	Paykunaka kommunista, terrororista nishkakunami kan.	4.872625
Chapter18_37_37.wav	Kaykunapakka kantiyatuta akllashka runapa shutillata rikunalla kan.	6.3003125
Chapter18_3_3.wav	Mama llaktapika pandemia llakikuna katikukpipash tukuymi ashtakata kuyurikun.	6.30225
Chapter18_45_45.wav	Shinapash, añuka kamana urokanichu, tukuykuna alli rikuchun, alcoholcaldesa.	6.232
Chapter18_48_48.wav	Rakio television, prinsa nishkakunapash.	3.117625
Chapter18_49_49.wav	Chaymantami leydekomunikacióndemokráticoamanta makanakuna kanchik.	5.0463125
Chapter18_4_4.wav	Shinapash habo nirupa llaktapika ashtawan shuyanakun.	4.4965625
Chapter18_54_54.wav	Ñukanchikmi interneti tiyashka willachiy pankakunapi kikin hawa willachishun.	4.657125
Chapter18_55_55.wav	Kikin riksirichun, tukuy internetpi, memekunata, tuytaunatapash, shinallatak kunatapash ninanta purchishun.	7.978
Chapter18_58_58.wav	Ña yachashkashina, ashtaka kantidadukuna alcoholtiyami shayman rinkapak rikurimurka.	6.4379375
Chapter18_59_59.wav	Shuk chari conservador empresari runami propak antakunawan kallarishpa karka.	5.136
Chapter18_60_60.wav	Allikuta rimashunyari, rimashiy armantun.	2.298
Chapter18_64_64.wav	Ama manchapaychu, un pushak herenti.	2.545875
Chapter18_65_65.wav	Ñukanchik partirotukuy nishkata paktachinkami.	3.29275
Chapter18_67_67.wav	Hawanero llaktapi kawsanchikta ama kunkapankichu.	3.272
Chapter18_68_68.wav	Yupaychani, mashiarmantun.	1.8595625
Chapter18_6_6.wav	Hawaniropak ayllullaktapi.	2.4396875
Chapter18_71_71.wav	Shuk riksishka paskori wankillikupashmi, kantidatun nishka tukurka.	4.4395
Chapter18_72_72.wav	Kunanka rueda diprintzapi rimakurka.	2.78875
Chapter18_73_73.wav	Ñukanchik mamallaktaka laykomi kanmichik.	3.1681875
Chapter18_74_74.wav	Kumasitación de la ripuklika shinami nikun.	2.62525
Chapter18_76_76.wav	Tayta ñushka kamachik hawa pimi kan.	2.5338125
Chapter18_77_77.wav	Ñuska chay ordenansa munisipash shuti kamachikunapa hawa pipashmi kan.	5.00575
Chapter18_78_78.wav	Yukanchikka allkallía ukupipash wiblla imata churashunllami.	4.543
Chapter18_79_79.wav	Tukuy rushpakka machikuna, paktachishka kachunkuna.	4.69275
Chapter18_7_7.wav	Pandimiamanta rimaykuna.	2.3613125
Chapter18_83_83.wav	Idiolokía de kenero nishkamantapash, ideolokía de kenero nishkatapish, kamukunamanta llukshichishun.	8.833375
Chapter18_88_88.wav	Shimita pichari runa periodista.	2.4489375
Chapter18_8_8.wav	Chunka pusak kapitulu?	1.6760625
Chapter18_90_90.wav	Hala, pastor, kikinka, LGBT ima shikunata kanllaman llusakinki?	5.647
Chapter18_98_98.wav	Kay allita rimayta mana ushayta puchik, periodunista llukshichikchik.	5.527
Chapter18_99_99.wav	Shinapash Apolu ñupak kantidadurami hatun surpresa karka.	4.407375
Chapter18_9_9.wav	Sukta tantanakuy, alliatak maskan.	3.4786875
Chapter19_100_100.wav	Shinaka, kay munichipioka, paypalpapi katun empresami niramentalikata mana munanchu.	6.226125
Chapter19_102_102.wav	Altarkiyata chinkachirinka yankichu.	2.5338125
Chapter19_103_103.wav	Pastorkuna, apolónokuna, empresariyukuna ama mishashpalla alli kanka.	5.46375
Chapter19_104_104.wav	Imatatak munanki, kay pukullista, o kay tushu, kuytsaku, mishachunchu munak.	5.1285625
Chapter19_105_105.wav	Pusak pacha tutapimi, munisipiuta pushak maykan misharishkataka yachashun.	5.809125
Chapter19_106_106.wav	Kunanka mushuk allipa shutika pishik, chayta riksirinchik.	4.974625
Chapter19_108_108.wav	Ñukanchikamaru Sánchezkantiratomi iskun puntuwan mishashka.	4.6700625
Chapter19_10_10.wav	Yankata willaykuna uyarin, na alli rimaykuna wampash yuyarin, ari chismenishkakuna.	5.438625
Chapter19_112_112.wav	Doña Amaru, radio mundialman shuk willayta karaway.	2.612125
Chapter19_113_113.wav	Wishpichiyway, tevelak televizimantami kanchik.	2.9610625
Chapter19_116_116.wav	Shuk rurayda depresatami rurakrinchik, chaypi tukuy tapuykunata kutichinkapak.	5.126625
