model_id	filename	reference	hyp
omniASR_LLM_1B	Chapter18_143_143.wav	Shinaka, alcaldía ukupika chayta paktachishpa kallarinayari.	shinaka alcaldía ukupika chayta paktachishpa kallarina ari
omniASR_LLM_1B	Chapter18_145_145.wav	Kutin kay gays, lesbiana, shinallatak transkunapash kimirinkacha?	kutin kay geys lesbiana shinallata transkunapash kimirinkacha
omniASR_LLM_1B	Chapter18_147_147.wav	Shamuk alcaldíaka kuychishinami kanka, tukuy tullpukunata rikuchik.	shamuk alcaldiaka kuychishinami kanka tukuy tullpukunata rikuchik
omniASR_LLM_1B	Chapter18_148_148.wav	Tukuchinkapakka, tayta Amaru Sánchez, kikinka alcaldíata mishasha yuyankichu?	tukuchinkapaka tayta amaro sanchez kikinka alcaldeata mishasha yuyankichu
omniASR_LLM_1B	Chapter18_14_14.wav	Matria Libre mushuk partidota yachak chayashpaka, hawapi kak charik runakunaka ninanta mancharirka.	matria libre mushuk partiduta yachak chayashpaka jawapi kak charik runakunaka ninanta mancharirka
omniASR_LLM_1B	Chapter18_15_15.wav	Ashtawankarin, shuk runa ñawpaman apak, Amaru Sánchez, alcaldíapak candidato kakta rikushpakarin, millaywanpacha kaparinakurka.	ashtawankari shuk runa ñawpaman apak ama rusanchis alcaldeapa candidato kakta rikushpakarin millaywanpacha kaparinakurka
omniASR_LLM_1B	Chapter18_160_160.wav	Kuyayay matria libre!	kuyayay matria libre
omniASR_LLM_1B	Chapter18_162_162.wav	Jaboneropak ayllullaktapi	jaboneropak ayllu llaktapi
omniASR_LLM_1B	Chapter18_163_163.wav	Pandemiamanta rimaykuna	pandemiamanta rimaykuna
omniASR_LLM_1B	Chapter18_16_16.wav	Amaru Sánchez.	ama los anches
omniASR_LLM_1B	Chapter18_17_17.wav	Pitak Amaru Sánchezka kan?	pitak ama arusanchik kan
omniASR_LLM_1B	Chapter18_1_1.wav	Ñami kitipa municipiota ñawpaman apakkunata akllaykunapak chayamukun.	ñami kitipa munisipiota ñawpanman apakkunata akllaykunapak chayamukun
omniASR_LLM_1B	Chapter18_20_20.wav	Escuelatallapash tukuchirkacha?	escuelata llapash tukuy chirkacha
omniASR_LLM_1B	Chapter18_22_22.wav	Administración municipalka yachakkunapa makipi kana kan.	administración municipalka yachakkunapa makipi kana kan
omniASR_LLM_1B	Chapter18_23_23.wav	Payka firmanatallapash yachancha?	payka firman natallapash yachanlla
omniASR_LLM_1B	Chapter18_25_25.wav	Chay Amaru Sánchez nishka runaka imashina gobernanata ushankacha?	chay amaro sanchez nishka runaka imashina gobernanata ushankachi
omniASR_LLM_1B	Chapter18_26_26.wav	Ima horatak rikurishkanchikyari shuk indio gobernaktaka res publicapi, paykuna purapash mana gobernariyta ushanka?	ima hurata rikushkanchi ari shuk indio gobernataka red publicapi paykunapurapash mana gobernarita ushanka
omniASR_LLM_1B	Chapter18_27_27.wav	Alcaldesa Magdalena Ayalapash imashamanta paykunawan kashkataka mana yuyaypi hapirkachu, ñapash mana alli rimaykuna kallarirka.	alcaldesa magdalena ayalapash imashamanta paykunawan kashkataka mana yuyaypi japirkachu ñapash mana ali rimaykuna kallarirka
omniASR_LLM_1B	Chapter18_2_2.wav	Alcaldíata pushakta consejo municipalta pushaktapashmi akllakrin.	alcaldiata pushakta kunseju munisipalta pushaktapashmi akllakrin
omniASR_LLM_1B	Chapter18_32_32.wav	Paykunaka Real Academia de la Lenguatapash yalli yachanyari, Matria, nishka mushuk shimitapash llukchishka.	paykunaka real academia de la lenguatapash yali yachanyarin matria nishka mushuk shimitapash llukchishka
omniASR_LLM_1B	Chapter18_36_36.wav	Paykunaka comunista terrorista nishkakunami kan.	paykunaka comunista terrorista nishkakunami kan
omniASR_LLM_1B	Chapter18_37_37.wav	Paykunapaka candidatota akllashka runapa shutillatak rikunalla kan.	paykunapaka candidatota akllashka runapak shutillata rikunalla kan
omniASR_LLM_1B	Chapter18_3_3.wav	Mamallaktapika pandemia llakikuna katikukpipash, tukuymi ashtakata kuyurikun.	mama llaktapika pandemia llakikuna katikukpipash tukuymi ashtakata kuyurikun
omniASR_LLM_1B	Chapter18_45_45.wav	Shinapash ñukaka mana oro kanichu tukuykuna alli rikuchun, alcaldesa.	shinapash ñukaka mana oro kanichu tukuykuna alli rikuchun alcaldesa
omniASR_LLM_1B	Chapter18_48_48.wav	Radio, televisión, prensa nishkakunapash.	radio televisión prensa nishkakunapash
omniASR_LLM_1B	Chapter18_49_49.wav	Chaymantami, ley de comunicación democráticamanta makanakuna kanchik.	chaymantami ley de comunicación democraticamanta macanakuna kanchik
omniASR_LLM_1B	Chapter18_4_4.wav	Shinapash Jaboneropa llaktapika ashtawan shuyanakun.	shinapash jaboneropa llaktapika ashtawan shuyanakun
omniASR_LLM_1B	Chapter18_54_54.wav	Ñukanchikmi internetpi tiyashka willachiy pankakunapi kikin hawa willachishun.	ñukanchikmi internetpi tiyashka willachik pankakunapi kikin jawa willachishun
omniASR_LLM_1B	Chapter18_55_55.wav	Kikin riksirichun, tukuy internetpi, memekunata, tuitkunatapash, shinallatak hashtagkunatapash, ninanta purichishun.	kikin riksirichun tukuy internetpi memekunata twitkunatapash shinallata jastakunatapash ninanta purichishun
omniASR_LLM_1B	Chapter18_58_58.wav	Ña yachashkashina, ashtaka candidatokuna alcaldía mishayman rinkapak rikurimurka.	ña yachashka shina ashtaka kandidatukuna alkaldiya mishayman rinkapak rikurimurka
omniASR_LLM_1B	Chapter18_59_59.wav	Shuk charik conservador empresario runami propagandakunawan kallarishpa karka.	shuk chari conservador empresario runami propagandakunawan kallarishpa karka
omniASR_LLM_1B	Chapter18_60_60.wav	Allikuta rimashunyari, mashi Armando.	aliguta rimashunyarimash armando
omniASR_LLM_1B	Chapter18_64_64.wav	Ama manchapaychu, pushak gerente.	ama manllapaychu pusha gerente
omniASR_LLM_1B	Chapter18_65_65.wav	Ñukanchik partido tukuy nishkata paktachinkami.	ñukanchik partidu tukuy nishkata paktachinkami
omniASR_LLM_1B	Chapter18_67_67.wav	Jabonero llaktapi kawsanchikta ama kunkapankichu.	jabonero llaktapi kawsanchikta ama kunkapankichu
omniASR_LLM_1B	Chapter18_68_68.wav	Yupaychani, mashi Armando.	yupaychanimash sharmando
omniASR_LLM_1B	Chapter18_6_6.wav	Jaboneropak ayllullaktapi	jaboneropak ayllu llaktapi
omniASR_LLM_1B	Chapter18_71_71.wav	Shuk riksishka pastor evangélicopashmi candidato nishka tukurka.	shuk riksishka pastor evangelikopashmi kandidato nishka tukurka
omniASR_LLM_1B	Chapter18_72_72.wav	Kunanka rueda de prensapi rimakurka.	kunanka rueda de prensapi rimakurka
omniASR_LLM_1B	Chapter18_73_73.wav	Ñukanchik mamallaktaka laicomi kan, michik.	ñukanchik mamallaktaka laykumi kanmichik
omniASR_LLM_1B	Chapter18_74_74.wav	Constitución de la República shinami nikun.	constitución de la república shinami nikun
omniASR_LLM_1B	Chapter18_76_76.wav	Tayta Dioska kamachiy hawapimi kan.	tayta diosca camachic jahuapimi can
omniASR_LLM_1B	Chapter18_77_77.wav	Dioska chay ordenanza municipal shuti kamachiykunapak hawapipashmi kan.	dioska chay ordenanza municipal shutik kamachikunapak hawapipashmi kan
omniASR_LLM_1B	Chapter18_78_78.wav	Ñukanchikka Alcaldía ukupipash Bibliata imata churashunllami.	ñukanchikka alcaldia ukupipash biblia imata churashunllani
omniASR_LLM_1B	Chapter18_79_79.wav	Tukuy Diospak kamachiykuna paktachishka kachunkuna.	tukuy gruspa kamachikuna paktachishka kachunkuna
omniASR_LLM_1B	Chapter18_7_7.wav	Pandemiamanta rimaykuna	pandemiamanta rimaykuna
omniASR_LLM_1B	Chapter18_83_83.wav	Ideología de género nishkamantapash, ideología de género nishkatapish kamukunamanta llukshichishun.	ideología de género nishkamantapash ideología de género nishkatapish kamukunamanta llukshichishun
omniASR_LLM_1B	Chapter18_88_88.wav	Shimita pichariy, runa periodista.	shimita pichariy runa periodista
omniASR_LLM_1B	Chapter18_8_8.wav	Chunka pusak capítulo	chunka pusak capitulo
omniASR_LLM_1B	Chapter18_90_90.wav	Hala, pastor, kikinka LGBTI mashikunata kanchamanchu sakinki?	jala pastor kikinka elegebeteimashikunata kanllaman llusakinki
omniASR_LLM_1B	Chapter18_98_98.wav	Kay allita rimayta mana ushak tapuchik periodista llukshichiychik.	kay allita rimayta mana ushay tapuchik periodista llukshichichik
omniASR_LLM_1B	Chapter18_99_99.wav	Shinapash Apoloniopak candidaturami hatun sorpresa karka.	shinapash apoloniopa candidaturami jatun sorpresa karka
omniASR_LLM_1B	Chapter18_9_9.wav	Sukta tantanakuy alcaldíata maskan	sukta tantanakuy alcaldeata maskan
omniASR_LLM_1B	Chapter19_100_100.wav	Shinaka kay municipioka paypa allpapi hatun empresa minera metálicata mana munanchu.	shinaka kay municipioqa paypa allpapi jatun empresa minera metalicata mana munanchu
omniASR_LLM_1B	Chapter19_102_102.wav	Alcaldíata chinkachirinka yankichu?	altar diata chingachiringa yanguichu
omniASR_LLM_1B	Chapter19_103_103.wav	Pastorkuna, Apoloniokuna, empresariokuna ama mishashpalla alli kanka.	pastorkuna apoloniokuna empresariokuna ama mishashpalla alli kanka
omniASR_LLM_1B	Chapter19_104_104.wav	Imatatak munanki, kay futbolista o kay tushuk kuytsaku mishachunchu?	imatatag munanki kay futbolista o kay tushu kuytsaku mishachunchu munanki
omniASR_LLM_1B	Chapter19_105_105.wav	Pusak pacha tutapimi, municipiota pushak maykan misharishkataka yachashun.	pusak pacha tutapimi municipiota pushan mayjan misharishkataka yachashun
omniASR_LLM_1B	Chapter19_106_106.wav	Kunanka mushuk alcaldepa shutika, pishi, chayta riksikrinchik.	kunanka mushuk alcaldepak shutika pishi chayta riksirinchik
omniASR_LLM_1B	Chapter19_108_108.wav	Ñukanchik Amaru Sánchez candidatomi iskun puntowan mishashka.	ñukanchik amaro sanchis candidatomi iskun puntuwan mishashka
omniASR_LLM_1B	Chapter19_10_10.wav	Yankata willaykuna uyarin, na alli rimaykunawanpash uyarin, ari, chisme nishkakuna.	yankata willaykuna uyarin na ali rimaykunawanpash uyarin ari chismi nishkakuna
omniASR_LLM_1B	Chapter19_112_112.wav	Don Amaru, Radio Mundialman shuk willayta karaway.	don amaro radio mundialman shuk willayta karaway
omniASR_LLM_1B	Chapter19_113_113.wav	Kishpichiway, Te ve la televisiónmantami kanchik.	kishpichiwa itebela televisión mantami kanchik
omniASR_LLM_1B	Chapter19_116_116.wav	Shuk rueda de prensatami rurakrinchik, chaypi tapuykunata kutichinkapak.	suk rueda de prensatami rurakrinchik chaypi tukuy tapuykunata kutichinkapak
omniASR_LLM_1B	Chapter19_117_117.wav	Ashtaka uyachik antamanta periodistakuna, prensamantakuna, televisión ukumantakunapash chayamurka.	ashtaka uyachi antamanta periodistakuna prensamantakuna television ukumantakunapash chayamurka
omniASR_LLM_1B	Chapter19_118_118.wav	Amaruka parquepi shuk tiyarinapi wichayashpa muyuntin runakunapa ñawpapi shayarirka.	ama ruka parkipi shuk tiyarinapi vityakashpa muyuntin runakunapa ñawpapi shayarirka
omniASR_LLM_1B	Chapter19_119_119.wav	Mashi Amaru, kanka políticamanta chayrak chayamushka kanki nachu?	mashi amaru kanka politikamanta chayra chayamushka kanki na chu
omniASR_LLM_1B	Chapter19_11_11.wav	Wamintsi wasipikarin, apuestakunapash mirarishka.	waminsi wasipi karin apuestakunapash mirarishka
omniASR_LLM_1B	Chapter19_121_121.wav	Don Amaru, imashinatak rikuna kanchik, runa makimanta, mana kashpaka llukimanta?	don amaro ima shinata rikunakanchik runa makimanta mana kashpaka llukimanta
omniASR_LLM_1B	Chapter19_123_123.wav	Don Amaru, shinapash, kikinka allimanchu, llukimanchu rikunki?	don amaro shinapash kikinka allimanchu llukimanchu rikuki
omniASR_LLM_1B	Chapter19_127_127.wav	Ñukanchik administraciónpika pachamamapak hayñikunatami ashtawan sinchiyachishun.	ñukanchik administracionpika pachamamapa jayñikunatami ashtawan sinchiyachishun
omniASR_LLM_1B	Chapter19_128_128.wav	Don Amaru, kikintaka medios de comunicaciónpika terrorista nishpami rimashka.	don amaro kikintaka medios de comunicacionpika terrorista nishpami rimashka
omniASR_LLM_1B	Chapter19_130_130.wav	Terrorismoka llaki kawsaymi ashtawanka kan.	terrorismoka llaki kawsaymi ashtawanka kan
omniASR_LLM_1B	Chapter19_131_131.wav	Imashinatak ñawpaman apakrinki alcaldíataka, consejo municipalwanpash imashinatak kakrin?	imashinatak ñawpaman apagrin yalkallataka consejo municipalwanpash imashinatak kagrin
omniASR_LLM_1B	Chapter19_132_132.wav	Zapatista Méxicokuna nishkata yapatami alikachini, paykunaka nin, uyashpami pushana kanchik.	zapatista mexicokuna nishkata yapatami allikachini paykunaka nin uyashpami pushana kanchik
omniASR_LLM_1B	Chapter19_133_133.wav	Mashi Amaru, Imapaktak kikinka elecciones municipaleskunata misharkanki?	mashi amaru imapatak kikinka elecciones municipaleskunata mishirkanki
omniASR_LLM_1B	Chapter19_134_134.wav	Shuk salvadoreño cura, teología de la liberaciónmanta kushipata, ñukaman yachachiwarka shuk takita.	shuk salvado reño kura teología de la liberacionmanta kushipata ñukaman yachachiwarka shuk takita
omniASR_LLM_1B	Chapter19_139_139.wav	Amaruwan ukllarirkanchik, cervezatapash rantirkanchik, pakalla pakallapash rimariy kallarirkanchik.	ama ruwa ukllarirkanchik sirvisatapash rantirkanchik pakalla pakallapash rimari kallarirkanchik
omniASR_LLM_1B	Chapter19_141_141.wav	Salud, mashikuna, salud.	salud mashikuna salud
omniASR_LLM_1B	Chapter19_146_146.wav	Alcaldía, gobernación, kipamanka Asamblea Nacionalta.	alcaldía gobernación jipamanka asamblea nacionalta
omniASR_LLM_1B	Chapter19_14_14.wav	Ñukaka pichkatami pastormanta churakrini.	ñucaca pichkatami pastormanta churagrini
omniASR_LLM_1B	Chapter19_151_151.wav	Imashpatak na ninchik, mashi Amaru Sánchez?	imashpatana ninchi mashama rusanchis
omniASR_LLM_1B	Chapter19_152_152.wav	Nimata mana killkashkanchikchu cobardekunamantaka.	nimata mana killkashkanchikchu cobardekunamantaka
omniASR_LLM_1B	Chapter19_153_153.wav	Kutin sinchi, valiente runakunamantaka yapataka killkashka.	kutin sinchi valiente runakunamantaka yapata killkashka
omniASR_LLM_1B	Chapter19_155_155.wav	Jaboneropak ayllullaktapi	jaboneropak ayllullaktapi
omniASR_LLM_1B	Chapter19_156_156.wav	Pandemiamanta rimaykuna	pandemiamanta rimaykuna
omniASR_LLM_1B	Chapter19_15_15.wav	Huyayay Cristo Rey!	خويا ياي كريستو راي
omniASR_LLM_1B	Chapter19_18_18.wav	Apoloniomi kan.	apoloniomi kan
omniASR_LLM_1B	Chapter19_1_1.wav	Kunan puncha elecciónkunata charinchik.	kunan puncha eleccionkunata charinchik
omniASR_LLM_1B	Chapter19_22_22.wav	Ñukataka Chica Fuego kuytsawan sakiwachun.	ñukataka chika juego kuytsawan sakiwachun
omniASR_LLM_1B	Chapter19_23_23.wav	Patita de Santoman munani.	patita de santoman munani
omniASR_LLM_1B	Chapter19_24_24.wav	Ñami chay urnas nishkakunataka municipiopa ayllullaktakunapika churashka.	ñami chay urnas nishkakunataka municipiopa ayllu llaktakunapika churashka
omniASR_LLM_1B	Chapter19_26_26.wav	Pushakkunata akllankapakka cédulawan, mascarillawan rina kan.	pushakunata akllankapaka cedolawan maskarillawan rina kan
omniASR_LLM_1B	Chapter19_27_27.wav	Ñukaka mana hamuktanichu, imashpa alcaldesa Magdalena mana reelecciónman rishka.	ñukaka mana jamuntanichu imashpa alcaldesa magdalena mana relexionman rishka
omniASR_LLM_1B	Chapter19_2_2.wav	Jabonero ayllullaktapika, tukuy municipiomanta runakuna manchaywan, nervioso shinakuna kan.	jabonero ayllu llaktapika tukuy municipiomanta runakuna manllaywan nerviososhinakuna kan
omniASR_LLM_1B	Chapter19_30_30.wav	Amaru Sánchezwan watarishkami yarin.	ama rusanchiswan watarishkami yarin
omniASR_LLM_1B	Chapter19_33_33.wav	Tukuy partidokunami campañata rurak local ukupi kan, makanakunkapakshina alistarinakun.	tukuy partidokunami campañata rurak local ukupi kan makanajunkapak shina alistarinajun
omniASR_LLM_1B	Chapter19_34_34.wav	Pastorta uyankapak munankichik?	pastorta uyankapa munankichi
omniASR_LLM_1B	Chapter19_37_37.wav	Wawkikuna, Jesucristomi mishakrin.	wawkikuna jesucristomi mishakrin
omniASR_LLM_1B	Chapter19_38_38.wav	Bibliaka alcaldíapi ñukanchik kushikuymi kakrin.	bibliaka alcaldeapi ñukanchik kushikuymi kagrin
omniASR_LLM_1B	Chapter19_39_39.wav	Chay manapinka sinchi ñawi Apolonioka, shina willachiwarka ñukaman, marihuanata Guapowan fumanakushka nin, paykuna, paykunapa pandillawanpash.	chay mana pinka sinchi ñawi apolo ñuka shina willachiwarka ñukaman marihuanata huapuwan fumanajushka nin paykuna paykunapa pandillawanmash
omniASR_LLM_1B	Chapter19_3_3.wav	Tukuchinkapakka, tayta Amaru Sánchez, kikinka alcaldíata mishasha yuyankichu?	tukuchinkapaka tayta amaro sanchis kikinka alcaldeata mishasha yuyankichu
omniASR_LLM_1B	Chapter19_41_41.wav	Chay empresario Armando runapash whiskyta upyakushka, payka mishanapacha kani nishpa purikurka ashtaka kullkita kushka kashkamanta.	chay empresario armando runapash wiskita upyajushka pay kamishanapacha kani nishpa purijurka ashtaka kullkita kushka kashkamanta
omniASR_LLM_1B	Chapter19_42_42.wav	Upyapashun, don Armando, upyapashun!	ufiapashun lugarmando ufiapashun
omniASR_LLM_1B	Chapter19_45_45.wav	Gumersinda, ari, huertomanta cooperativamanta warmi, chaykunata pushak, paypash chayamurka.	gomersinda ari huertomanta coperatibamanta warmi chaykunatapusha paypas chayamurka
omniASR_LLM_1B	Chapter19_46_46.wav	Electrónicamanta yachak mashi Joaquín, paypash shamurka.	electronicamanta yachan mashi juaquin paypas shamurka
omniASR_LLM_1B	Chapter19_48_48.wav	Marta, shinallatak hampik mashipash chayamurkakunami.	marta shinallata hampik mashipash chayamurkakunami
omniASR_LLM_1B	Chapter19_49_49.wav	Eh, mejor tukuy Matria Libre partidomantakunami chayamurkakuna.	mejor tukuy material libre partidomantakunami chayamurkakuna
omniASR_LLM_1B	Chapter19_50_50.wav	Amaru Sánchez, ñukanchikpa candidato, paypak sumak yana muchikuta churakushka shamurka.	ama rusanchis ñukanchipa candidato paypa sumak yana muchikuta churakushka shamurka
omniASR_LLM_1B	Chapter19_54_54.wav	Mana yachanchikchu, mashi Gumer, Jaboneropi kanchik, pi mana urmashpaka, lluchkarinmi.	mana yachanchikchu mashi gomer jaboneropi kanchik pi mana urmashpaka llushkarinmi
omniASR_LLM_1B	Chapter19_56_56.wav	Alcaldíataka na tanto yuyanichu, ashtawankarin consulta populartami munani.	alcaldiataka na tanto yuyanichu ashtawan karin consulta populartami munani
omniASR_LLM_1B	Chapter19_58_58.wav	Hawa larka umapi kawsakkunawan piñanakuykunamantami ministerio ukumantakunaka shuk consulta popular nishkata churashun nirka, kay minería a cielo abierto nishkamanta tapuyta rurankapak.	jawa larka umapi kawsakkunawan piñanajuykunamantami ministirio ukumantakunaka shuk konsulta popular nishkata churashun nirka kay mineriya asielo abierto nishkamanta tapuyta rurankapa
omniASR_LLM_1B	Chapter19_59_59.wav	Shinapash chaytaka ñami kunkashka karkakuna, alcaldesaka mana kunkarkachu.	shinapash chaytaka ñami kunkashka karkakuna alcaldesaka mana kunkarkachu
omniASR_LLM_1B	Chapter19_60_60.wav	Magdalenaka shuk consulta popularta rurankapak shuk urnakunata churashkami, alcaldekunapak concejalkunapak akllana manyapi.	magdalenaka shuk konsulta popularta rurankapa shuk urnakunata churashkami alcaldekunapak konsejalkunapak akllana manñapi
omniASR_LLM_1B	Chapter19_61_61.wav	Chay papeletakunaka shuklla tapuyta charirkami.	chay papelitakunaka shuklla tapuyta charirkami
omniASR_LLM_1B	Chapter19_64_64.wav	Consultata mishashpaka, alcaldíata mana mishashpapish, kushillami kakrinchik.	consultata mishashpaka alcaldiata mana mishashpapish kushillami kagrinchik
omniASR_LLM_1B	Chapter19_65_65.wav	Ama kunkankichu, kayka mana vinculante nishkachu.	ama kunkankichu kayka na vinculante nishkachu
omniASR_LLM_1B	Chapter19_66_66.wav	Shinapash mishaykunawanmi vinculanteta rurashun.	shinapash mishaykunawanmi vinculanteta rurashun
omniASR_LLM_1B	Chapter19_67_67.wav	Shuk wipalatami charishun, imperio Golden Hands nishkawan makanakunkapak.	shuk wipalatami charishun imperio golden jans nishkawan makanakunkapa
omniASR_LLM_1B	Chapter19_69_69.wav	Ashtawankarin, chay mishay consultakunata rurakrinchik, kay Amazonía petróleomanta, sachakunata wakrakunata tukuchishkamanta, transgénico, glifosatokunamantapash.	ashtawankarin chay mishay consultakunata rurakrinchi kay amazonia petroleomanta sachakunata wakrakunata tukuchishkamanta transgenico glifosatokunamantapash
omniASR_LLM_1B	Chapter19_6_6.wav	Jaboneropak ayllullaktapi	jaboneropak ayllu llaktapi
omniASR_LLM_1B	Chapter19_72_72.wav	Kanchis pacha tutamantami kan, kay ánfora nishkakunataka paskashkami ña.	kanchispacha tutamantami kan kay anfora nishkakunataka paskashkami ña
omniASR_LLM_1B	Chapter19_73_73.wav	Rikuychik, votankapakka largo filakuna tukushka.	rikuychi botankapaka largo filakuna tukushka
omniASR_LLM_1B	Chapter19_75_75.wav	Camisetakunata, wipalakunata, partidokunamanta gorrakunataka mana churakushka purinakunachu.	kamisetakunata wipalakunata partidukunamanta gorrakunataka mana churajushka purinajunachu
omniASR_LLM_1B	Chapter19_76_76.wav	Cervezakunapash mana tiyanachu.	cervezakunapash mana tiyanachu
omniASR_LLM_1B	Chapter19_78_78.wav	Karuyaychik, carajo, cajakunata pipash mana shuwankachu.	karuyaychik karaku kajakunata pipas mana shuwankachu
omniASR_LLM_1B	Chapter19_79_79.wav	Urnakunataka mana, shinapash papeletakunataka ari.	urnakunataka mana shinapash papeletakunataka ari
omniASR_LLM_1B	Chapter19_7_7.wav	Pandemiamanta rimaykuna	pandemiamanta rimaykuna
omniASR_LLM_1B	Chapter19_81_81.wav	Ama takuriy kallariychikchu, alcaldía allimi kay tukuyta rurashka.	ama takuri kallarichichu alcaldia alimi kay tukuyta rurashka
omniASR_LLM_1B	Chapter19_82_82.wav	Alcaldía imata rurashka kakpipash, kunanka Jesucristomi mishakrin, alabado kachun.	alcaldía imata rurashka kaqpipash kunan kaq jesucristomi mishaqrin alabado kachun
omniASR_LLM_1B	Chapter19_87_87.wav	Chay papelta uchalla satikriy, upallay, mashi.	chay papelta uchalla satigri upallayman ashi
omniASR_LLM_1B	Chapter19_88_88.wav	Pichka pacha chishi kan, ña urnakuna wichkarishkami.	picha pacha chishi kan ña urnakuna wicharishkami
omniASR_LLM_1B	Chapter19_8_8.wav	Chunka iskun capítulo	chunka iskun capitulo
omniASR_LLM_1B	Chapter19_90_90.wav	Consulta popular nishkawan kallarikrin, ari mana shina nishkakunalla kashkamanta.	consulta popular nishkawan kallarikrin ari mana shina nishkakunalla kashkamantaya
omniASR_LLM_1B	Chapter19_92_92.wav	Yupana comisiónka ñami charin kay consulta popularmanta paktachishkakunata.	yupana comisionka ñami charin kay consulta popularmanta paktachishkakunata
omniASR_LLM_1B	Chapter19_94_94.wav	Kikinka ari ninkichu, ama explotación minera metálica a gran escala mayu umakunapi tukuy yakukunapi tiyachun?	kikinka ari ninkichu ama explotación minera metálica agran escala mayu umakkunapi tukuy yakukunapi tiyachun
omniASR_LLM_1B	Chapter19_95_95.wav	Ari o mana?	ari omana
omniASR_LLM_1B	Chapter19_96_96.wav	Ciento cuarenta y un mil setecientos cuarenta y siete votokunawan mishashka.	ciento cuarenta y un mil setecientos cuarenta y siete botocunagan mishashka
omniASR_LLM_1B	Chapter19_97_97.wav	Chayka nisha ninmi ochenta y dos punto siete por ciento votokunami kan.	chayka nishaninmi ochenta y dos punto siete por ciento watukunami kan
omniASR_LLM_1B	Chapter19_98_98.wav	Quince punto uno por cientoka mana mishashka.	por cientoca mana mishashca
omniASR_LLM_1B	Chapter19_99_99.wav	Dos punto dos por ciento mana válido o yurakmi kan.	dos punto dos por ciento mana valin u yuracmi can
omniASR_LLM_1B	Chapter1_100_100.wav	Pushak alcaldesa, nachu yapalla kan wata paktay raymikunatapash ama rurachun nishpaka?	pushak alcaldesa nachu yapalla kan watapaktay raymikunatapash ama rurachun nishpaka
omniASR_LLM_1B	Chapter1_102_102.wav	Kikin, periodista pushak, muyunti kawsak ayllukunata kayachipay.	kikin periodista pushak muyuntin kawsay ayllukunata kañachipay
omniASR_LLM_1B	Chapter1_103_103.wav	Kay chishi importante willachiykunata kukrinchik.	kay chishi importante villachikunata kukrinchik
omniASR_LLM_1B	Chapter1_104_104.wav	Kashna willachikpika tayta curapash chayamurka.	kashna willachikpika tayta kurapash chayamurka
omniASR_LLM_1B	Chapter1_105_105.wav	Tayta curapash, pastorpash, kay ayllullaktapika ishkay iglesiami tiyan.	tayta curapash pastorpash kay ayllu llaktapika ishkay iglesiami tiyanka
omniASR_LLM_1B	Chapter1_10_10.wav	Millay ayapa marcawan	millay allapa markawan
omniASR_LLM_1B	Chapter1_113_113.wav	Mana allimanta kallariy, alcaldesa, kaspiwan waktarishpa yacharishkami kanchik.	mana allimanta kallariy alcaldesa kaspiwan waktarishpa yacharishkami kanchik
omniASR_LLM_1B	Chapter1_114_114.wav	Shinaka, coronaviruska mana treguata kunchu.	shinaka coronaviruska mana treguatakunchu
omniASR_LLM_1B	Chapter1_115_115.wav	Hospitalmanta willachimun chunka kanchis mushuk contagiadokunami tiyan nishpa.	ospitalmanta villachimun chunka kanchis mushuk contagiadokunami tiyan nishpa
omniASR_LLM_1B	Chapter1_117_117.wav	Shinapash ashalla respiradorkunatami charinchik.	shinapash ashalla respiradorkunatami charinchik
omniASR_LLM_1B	Chapter1_119_119.wav	Alli willayka ñami shukniki vacunakunata churankapak chayamushka.	ali willayka ñami shuk niki wakunakunata churankapak chayamushka
omniASR_LLM_1B	Chapter1_11_11.wav	Mashi Gumersinda, imanallatak kapashkanki?	mashi gomercinda imanallatak kapashkanki
omniASR_LLM_1B	Chapter1_120_120.wav	Mana ashtakachu, tukuy hampikkunapak, enfermerakunapak, hampishpa ñawpakkunapak.	mana ashtakachu tukuy jambikunapak enfermerakunapak jambishpa ñawpakkunapak
omniASR_LLM_1B	Chapter1_123_123.wav	Wakchakunapakka, ima horashi vacunakunaka chayamunka?	wakchakunapaka ima horashi bakunakunaka chayamunka
omniASR_LLM_1B	Chapter1_124_124.wav	Ministerio de salud ukumanta willachishka ashtaka waranka vacunatami charikrinchik nishpa.	ministerio de salud ukumanta villachishka ashtaka warangawakunatami charikrinchik nishpa
omniASR_LLM_1B	Chapter1_12_12.wav	Kaypi mana alli, mashi Eusebio.	kaypi mana ali mashi eusebio
omniASR_LLM_1B	Chapter1_132_132.wav	Kikinka manachu yachanki, pushak alcaldesa, covid unkuyka huchakuna hunta kashkamanta, supaypak ruraykunami kan, tukuy runakunata manchachishka charinkapak?	kikinka manachu yachanki pushak alcaldesa covid ungüika juchakuna junda kashkamanta supaypak ruraykunami kan tukuy runakunata manchachishka charinkapak
omniASR_LLM_1B	Chapter1_136_136.wav	Ama piñarishpa, kikinpash nachu chay señalkunata charinki.	mama piñarishpa kikinpashnachu chay señalkunata charinki
omniASR_LLM_1B	Chapter1_137_137.wav	Ima marca, ima señalkunata, yachay ushanichu?	ima marka ima señalkunata yachayushanichu
omniASR_LLM_1B	Chapter1_138_138.wav	Seis seis seis nishka, millay ayapak señal.	seis seis seis nishca millaya yacpak señal
omniASR_LLM_1B	Chapter1_142_142.wav	Shuk monjami celularpi rimakurka.	shuk munkami celularpi rimakurka
