audio_file	transcription
Chapter20_127_127.wav	Bonokunaka ninan allimi karka.
Chapter20_80_80.wav	Kay Municipiowan energías limpias nishkakunawan kallarinchik, markakunapi, tukuy mamallaktakunapipash.
Chapter20_74_74.wav	Sábado chawpi punchapika tukuy ayllukunawan tantanakushpa rimarin.
Chapter20_120_120.wav	Legislativopi makanakukrinchik reforma agrariamanta.
Chapter20_6_6.wav	Administración pública nishkapash kallarirkami.
Chapter20_28_28.wav	Yanunata, mecánicata, carpinteríata, electricidadta, tarpunata, eh, shinallatak murukunata tantachinatapash, shinallatak informáticatapash.
Chapter20_143_143.wav	Tukuy pachami urmaykuna hatariykunapash tiyanka, shinapash corrupcióntaka tukuchishunmi.
Chapter20_17_17.wav	Ari, shina kachun.
Chapter20_144_144.wav	Kaykuna yallikpika, mana sarun pacha kawsayman tikrashunchu.
Chapter20_1_1.wav	Amaru Sánchez, pushak runa, ñukanchikpak municipiomanta alcadíata pushankapak misharka.
Chapter20_10_10.wav	Ishkay chunka capítulo
Chapter20_19_19.wav	Yupaychani, wawakuna.
Chapter20_26_26.wav	Yachakuykunaka kushilla kachun, alcalde, ñukanchikka puñukrinchikmari.
Chapter20_8_8.wav	Jaboneropak ayllullaktapi
Chapter20_21_21.wav	Alcalde, yachaykunaka killanayaymi kan.
Chapter20_75_75.wav	Chaypi kankuna rikuyta ushankichikmi, paypa yana muchikuwan asishpa tiyakukta.
Chapter20_81_81.wav	Niway, mashi Amaru, kikinka nachu mamallakta turismo ruraywan kawsay ushanka yanki?
Chapter20_121_121.wav	Allpa tukuypak munaymanta.
Chapter20_119_119.wav	Pukuchinkapak, katuna rantinkapak, ashalla interéswan kullkita mañachikrinchik, alli mikuykunata tarinkapak.
Chapter20_86_86.wav	Cambio climáticoka millay unkuytapash yalli llakimi kan.
Chapter20_72_72.wav	Shinaka, kikinpak shunku pakishkata hampishami, Eusebio.
Chapter20_126_126.wav	Alcaldesa Magdalena puka wipalakuna, kullkikunawanpash yanaparka, shinapash.
Chapter20_44_44.wav	Chayka alli señalmi kan.
Chapter20_110_110.wav	Ama warmikunata katuchun.
Chapter20_43_43.wav	Shinapash ñami piñarishkakuna kay enemigo runakunata charin, empresariokunata, gobiernomanta runakunata.
Chapter20_128_128.wav	Shinapash legislativopi makanakukrinchik shuk salario básico nishkamanta, shuk alli salariomanta wakcha ayllukuna sumaklla kawsachun, millay unkuykunawan ashtawan waktarishkakunamanta, millay unkuywan ashtawan waktarishkakunamanta.
Chapter20_88_88.wav	Kishpichiway, yaku, Gumersinda?
Chapter20_117_117.wav	Kikinpish ñukanchikshina llaktamanta kanki, don Amaru.
Chapter20_153_153.wav	Na yachanichu, imashina kashpapash ñami alcaldíamantaka llukchina.
Chapter20_38_38.wav	Chayta nirkanchik, shinapash paktachikunchikmi.
Chapter20_154_154.wav	Imatapash tarina kanchik.
Chapter20_36_36.wav	Hampi wasimanta willachin ñami kanchis chunka por ciento runakuna vacunarishka tukuy llaktakunamanta, kitikunamanta, ayllullaktakunamantapash.
Chapter20_162_162.wav	Paykuna upalla tantanakushpa rimanakukta uyankichik.
Chapter20_31_31.wav	Shinallatak kichwatapish, ñukanchik ñawpa shimikunatapash.
Chapter20_165_165.wav	Kaytaka shuk radionovelapi willachishun, kayka kaypi tukurirka.
Chapter20_131_131.wav	Shinallatak.
Chapter20_91_91.wav	Kunanka shina rimana kanchik.
Chapter20_65_65.wav	Kikin, ima nishacha.
Chapter20_136_136.wav	Kikinka imatatak ninki kay hawa?
Chapter20_62_62.wav	Mana hamuktanichu, Eusebio.
Chapter20_96_96.wav	Shinallatak coca narcotráficokunata mana sakishunchu.
Chapter20_109_109.wav	Feminicidio, warmita ama wañuchichun.
Chapter20_100_100.wav	Chay tapuykunataka mana vinculante ninchu.
Chapter20_54_54.wav	Amaruka Alcaldíapi tiyakun.
Chapter20_107_107.wav	Ña mana ashtawan warmikunata warmi wawakunatapash makay tukunkakunachu.
Chapter20_98_98.wav	Kuri mineríamanta rimashpa, consulta popular allimi rikun.
Chapter20_138_138.wav	Tukuykuna internetta charichunmi kaparishun.
Chapter20_53_53.wav	Ari.
Chapter20_30_30.wav	Ingléstapash yachachichun, alcalde.
Chapter20_164_164.wav	Chayka alcaldíata shuwankapakmi, alcaldíata shuwankapakmi kay mafioso runakuna munanakun.
Chapter20_37_37.wav	Sumakpacha, Marta.
Chapter20_163_163.wav	Ari, chayta uyankichik.
Chapter20_155_155.wav	Chunka pichka watata charishpa mana impuestokunatayman kuryanka.
Chapter20_39_39.wav	Vacunakunata karakunchik tukuy llaktakunaman.
Chapter20_152_152.wav	Ari ari, shinapash, imasha imasha?
Chapter20_106_106.wav	Alli programakunata rurakrinchik presupuesto inclusivo nishkawan.
Chapter20_99_99.wav	Pichkamanta chuskumi hatun mineríata mana munan nin.
Chapter20_52_52.wav	Rikuy, tarpuykuna pukushkami.
Chapter20_139_139.wav	Shinallatak tecnologías libres, software libre nishkakunatapash públicopak privadopakpash charichun.
Chapter20_101_101.wav	Nachu llaktapak shimika Diospak shimi shinami ninkichik?
Chapter20_55_55.wav	Concejalkunapash, harkaykunapash, mana alli shimikunapash tiyankami, shinapash katinchik.
Chapter20_137_137.wav	Internetka shuk derecho humanomi kan.
Chapter20_97_97.wav	Apolonio pandillakuna alli uyachun.
Chapter20_108_108.wav	Ña mana ñankunapi, llamkaykunapi acosokuna tiyankachu.
Chapter20_63_63.wav	Imatak ninkapak munakunki?
Chapter20_130_130.wav	Kay pachapi tukuykunami pakta kana kanchik.
Chapter20_64_64.wav	Magdalena, eh, kikin, kikin ñuka.
Chapter20_90_90.wav	Kikinka chaytallatak ninki.
Chapter20_46_46.wav	Ñukaka kushillami kani.
Chapter20_79_79.wav	Petróleo, carbón, gaskunata sakina kanchik.
Chapter20_112_112.wav	Feminista, ecologistakunami kanchik.
Chapter20_41_41.wav	Shinapacha, mashiku.
Chapter20_115_115.wav	Llakimari kan shuk kari warmita rantishpaka.
Chapter20_83_83.wav	Shinaka, na utka rurakpika, puma mikunkami.
Chapter20_77_77.wav	Ciudadanokuna.
Chapter20_123_123.wav	Ñukanchikta karkushpa paykunalla sakirirka.
Chapter20_48_48.wav	Magdalena.
Chapter20_70_70.wav	Ñuka mana kay astro nishkakunapi krinichu, shinapash sumak eclipse nishka chayamushkayari.
Chapter20_84_84.wav	Maykan puma?
Chapter20_124_124.wav	Paykunapa propiedad privada nishkakunaka propiedad robada nishpami shutichina kan.
Chapter20_24_24.wav	Ministerio de Educaciónman rimakrini.
Chapter20_148_148.wav	Yupaychani.
Chapter20_23_23.wav	Shinapacha, wawakuna.
Chapter20_141_141.wav	Kunanmantaka ña mana Jabonero Ayllullakta kankachu, ni maypipash municipio muyuntipika.
Chapter20_4_4.wav	Paypak concejalkunawan ñami posesionarishka kan.
Chapter20_15_15.wav	Shinaka wawakunapak delegación ñawpashpa yallichun.
Chapter20_3_3.wav	Amaru, huyayay, Matria Libre.
Chapter20_146_146.wav	Mana shimi killparishka kawsashpaka, millay unkuy illak kashpaka, mushuk pachatami rurashun, pachapi wakin pachakuna kawsachun.
Chapter20_12_12.wav	Mashi Amaru.
Chapter20_85_85.wav	Cambio climático.
Chapter20_71_71.wav	Killa mama intiwan, inti tayta killawan, imatak ninki?
Chapter20_125_125.wav	Pushak alcalde, kaykunamanka yapa wiksayuk wawakunami tiyan, tsalakukuna.
Chapter20_76_76.wav	Sumak kawsay uyachik antapika tukuyta willachin.
Chapter20_82_82.wav	Kay kuyaylla intita ñukanchik apunchik karashkawan, nachu petróleopak ranti intita hapiy ushanchikyari?
Chapter20_49_49.wav	Haw?
Chapter20_122_122.wav	Hacienda allpakunata charikkunaman yuyachini, manarak españolkuna shamukpika kay allpakunapika tawka runakunami kawsarkanchik, mana chushakllachu karka.
Chapter20_40_40.wav	Mana pi kishpirinkachu, tukuylla alli kankakaman.
Chapter20_114_114.wav	Ashtawankarin zona de machismo shutimi kana.
Chapter20_47_47.wav	Chaymanta ñukaka ex alcaldesa Magdalenataka kutin kayachikrinimi, empanadata mikunkapak rinkapakyari.
Chapter20_113_113.wav	Hala hala Amaru, shinaka, waynayak wasikuna katinkacha?
Chapter20_78_78.wav	Kay tukuy yallishka kipa, kay pandemia yallishka kipa, kay mushuk energíakunata charinkapak chimpana kanchik.
Chapter20_147_147.wav	Ayllushina kawsay pacha.
Chapter20_2_2.wav	Yupaychani, ninanta yupaychanchik.
Chapter20_13_13.wav	Niway, Marta.
Chapter20_5_5.wav	Kunanka visitakuna, solicitudkuna, presupuestokuna, proyectokuna kallarimun.
Chapter20_140_140.wav	Kay alcaldíapak compromisomi kan.
Chapter20_14_14.wav	Ganaderokuna rikunkapak shamushka, vecino alcaldekunapash, Golden Hands mineríamantapash, iglesiakunamantapash, yachay wasimanta wawakunapashmi shamushka, mashi.
Chapter20_22_22.wav	Tukuy yachakushkata umapilla apachun nin, kipamanka tukuyta kunkanchik.
Chapter20_149_149.wav	Guapo.
Chapter20_25_25.wav	Yachachikkunata capacitachun mañakrini, ashtawanka sumakta yachachichun, yuyaykunamanta yanapachun, kikinkuna yuyaykunata charinkichik, ama kay loroshina chayllallatak chayllallatak rimankichik.
Chapter19_135_135.wav	Ima pacha wakchakuna wakchakunallapitak krikpi kishpiriyta takiy ushanchik.
Chapter19_61_61.wav	Chay papeletakunaka shuklla tapuyta charirkami.
Chapter19_95_95.wav	Ari o mana?
Chapter19_132_132.wav	Zapatista Méxicokuna nishkata yapatami alikachini, paykunaka nin, uyashpami pushana kanchik.
Chapter19_59_59.wav	Shinapash chaytaka ñami kunkashka karkakuna, alcaldesaka mana kunkarkachu.
Chapter19_92_92.wav	Yupana comisiónka ñami charin kay consulta popularmanta paktachishkakunata.
Chapter19_66_66.wav	Shinapash mishaykunawanmi vinculanteta rurashun.
Chapter19_104_104.wav	Imatatak munanki, kay futbolista o kay tushuk kuytsaku mishachunchu?
Chapter19_50_50.wav	Amaru Sánchez, ñukanchikpa candidato, paypak sumak yana muchikuta churakushka shamurka.
Chapter19_68_68.wav	Chayka shinami kan.
Chapter19_103_103.wav	Pastorkuna, Apoloniokuna, empresariokuna ama mishashpalla alli kanka.
Chapter19_57_57.wav	Chaytaka mana chinkachinachu kanchik.
Chapter19_150_150.wav	Ari, shinapacha.
Chapter19_32_32.wav	Chaymankaman na chayanichu, mashi.
Chapter19_35_35.wav	Paypa iglesiaman hakuchik.
Chapter19_102_102.wav	Alcaldíata chinkachirinka yankichu?
Chapter19_69_69.wav	Ashtawankarin, chay mishay consultakunata rurakrinchik, kay Amazonía petróleomanta, sachakunata wakrakunata tukuchishkamanta, transgénico, glifosatokunamantapash.
Chapter19_56_56.wav	Alcaldíataka na tanto yuyanichu, ashtawankarin consulta populartami munani.
Chapter19_105_105.wav	Pusak pacha tutapimi, municipiota pushak maykan misharishkataka yachashun.
Chapter19_51_51.wav	Imanallatak kanki, Amaru?
Chapter19_58_58.wav	Hawa larka umapi kawsakkunawan piñanakuykunamantami ministerio ukumantakunaka shuk consulta popular nishkata churashun nirka, kay minería a cielo abierto nishkamanta tapuyta rurankapak.
Chapter19_133_133.wav	Mashi Amaru, Imapaktak kikinka elecciones municipaleskunata misharkanki?
Chapter19_67_67.wav	Shuk wipalatami charishun, imperio Golden Hands nishkawan makanakunkapak.
Chapter19_93_93.wav	Uyaychik, kaytami tapunakurka.
Chapter19_134_134.wav	Shuk salvadoreño cura, teología de la liberaciónmanta kushipata, ñukaman yachachiwarka shuk takita.
Chapter19_94_94.wav	Kikinka ari ninkichu, ama explotación minera metálica a gran escala mayu umakunapi tukuy yakukunapi tiyachun?
Chapter19_60_60.wav	Magdalenaka shuk consulta popularta rurankapak shuk urnakunata churashkami, alcaldekunapak concejalkunapak akllana manyapi.
Chapter19_34_34.wav	Pastorta uyankapak munankichik?
Chapter19_33_33.wav	Tukuy partidokunami campañata rurak local ukupi kan, makanakunkapakshina alistarinakun.
Chapter19_151_151.wav	Imashpatak na ninchik, mashi Amaru Sánchez?
Chapter19_156_156.wav	Pandemiamanta rimaykuna
Chapter19_20_20.wav	Mishankamari.
Chapter19_18_18.wav	Apoloniomi kan.
Chapter19_27_27.wav	Ñukaka mana hamuktanichu, imashpa alcaldesa Magdalena mana reelecciónman rishka.
Chapter19_9_9.wav	Uyashpa pushana
Chapter19_145_145.wav	Oy, shuyapay, shuyapay, allimanta ripashun, utkallami rina kani.
Chapter19_11_11.wav	Wamintsi wasipikarin, apuestakunapash mirarishka.
Chapter19_142_142.wav	Amaru, ñukaka kallarinami kanchik nini.
Chapter19_7_7.wav	Pandemiamanta rimaykuna
Chapter19_29_29.wav	Ñukapash shinami tapurini.
Chapter19_16_16.wav	Shinaka, ñukaka Amarumanta chunkata churakrini, chay urkumanta shamushka.
Chapter19_129_129.wav	Kay hawamanta imatashi ninkiman?
Chapter19_42_42.wav	Upyapashun, don Armando, upyapashun!
Chapter19_89_89.wav	Kunanka yupaykunata shuyana kanchik.
Chapter19_116_116.wav	Shuk rueda de prensatami rurakrinchik, chaypi tapuykunata kutichinkapak.
Chapter19_45_45.wav	Gumersinda, ari, huertomanta cooperativamanta warmi, chaykunata pushak, paypash chayamurka.
Chapter19_111_111.wav	Yupaychani, ninanta yupaychanchik.
Chapter19_73_73.wav	Rikuychik, votankapakka largo filakuna tukushka.
Chapter19_118_118.wav	Amaruka parquepi shuk tiyarinapi wichayashpa muyuntin runakunapa ñawpapi shayarirka.
Chapter19_87_87.wav	Chay papelta uchalla satikriy, upallay, mashi.
Chapter19_127_127.wav	Ñukanchik administraciónpika pachamamapak hayñikunatami ashtawan sinchiyachishun.
Chapter19_80_80.wav	Kay llaktapika llullakkunaka tiyanami, chaykuna mana alli rurankachu.
Chapter19_74_74.wav	Ashtawan hatun tukushka karu karulla kanamanta.
Chapter19_120_120.wav	Runakunata ñawpaman apakshinami rikurini.
Chapter19_6_6.wav	Jaboneropak ayllullaktapi
Chapter19_28_28.wav	Mishanamanmi karka.
Chapter19_143_143.wav	Kutin katiypakka imatak kan?
Chapter19_17_17.wav	Imatak ninakunkichik, shuwa ankakuna?
Chapter19_144_144.wav	Gobernaciónmi.
Chapter19_1_1.wav	Kunan puncha elecciónkunata charinchik.
Chapter19_10_10.wav	Yankata willaykuna uyarin, na alli rimaykunawanpash uyarin, ari, chisme nishkakuna.
Chapter19_19_19.wav	Chayka mishanka mishankami.
Chapter19_26_26.wav	Pushakkunata akllankapakka cédulawan, mascarillawan rina kan.
Chapter19_8_8.wav	Chunka iskun capítulo
Chapter19_21_21.wav	Yurak.
Chapter19_75_75.wav	Camisetakunata, wipalakunata, partidokunamanta gorrakunataka mana churakushka purinakunachu.
Chapter19_81_81.wav	Ama takuriy kallariychikchu, alcaldía allimi kay tukuyta rurashka.
Chapter19_121_121.wav	Don Amaru, imashinatak rikuna kanchik, runa makimanta, mana kashpaka llukimanta?
Chapter19_119_119.wav	Mashi Amaru, kanka políticamanta chayrak chayamushka kanki nachu?
Chapter19_86_86.wav	Kay llaktaka llakipi urmashkamari.
Chapter19_72_72.wav	Kanchis pacha tutamantami kan, kay ánfora nishkakunataka paskashkami ña.
Chapter19_126_126.wav	Kitikamay ukumantaka imalla kamachiykunatatak rurakrinkichik?
Chapter19_44_44.wav	Ñukanchikka ñukapa wasipimi tantanakurkanchik.
Chapter19_110_110.wav	Ima yapa muskuypicha karkanchik?
Chapter19_43_43.wav	Upyapashun, upyapashun, hidroeléctricamanta, ñankunamantapash.
Chapter19_128_128.wav	Don Amaru, kikintaka medios de comunicaciónpika terrorista nishpami rimashka.
Chapter19_88_88.wav	Pichka pacha chishi kan, ña urnakuna wichkarishkami.
Chapter19_117_117.wav	Ashtaka uyachik antamanta periodistakuna, prensamantakuna, televisión ukumantakunapash chayamurka.
Chapter19_153_153.wav	Kutin sinchi, valiente runakunamantaka yapataka killkashka.
Chapter19_38_38.wav	Bibliaka alcaldíapi ñukanchik kushikuymi kakrin.
Chapter19_154_154.wav	Shinapash paykunallatak mana killkay katiyta usharkachu.
Chapter19_36_36.wav	Kunanka mana ñuka mishakrinichu.
Chapter19_31_31.wav	Kullkimantachu, kuyariymantachu watarishka?
Chapter19_131_131.wav	Imashinatak ñawpaman apakrinki alcaldíataka, consejo municipalwanpash imashinatak kakrin?
Chapter19_91_91.wav	Uyaychik, mashikuna mamakuna.
Chapter19_65_65.wav	Ama kunkankichu, kayka mana vinculante nishkachu.
Chapter19_136_136.wav	Chaymi kunanka chayamushka.
Chapter19_62_62.wav	Kikinka ari ninkichu, mayu kuchukunapi shinallatak yaku pukyukunapi kurikunata maskashpa ama allachun?
Chapter19_96_96.wav	Ciento cuarenta y un mil setecientos cuarenta y siete votokunawan mishashka.
Chapter19_109_109.wav	Tukuyta pankalla mishashka.
Chapter19_100_100.wav	Shinaka kay municipioka paypa allpapi hatun empresa minera metálicata mana munanchu.
Chapter19_54_54.wav	Mana yachanchikchu, mashi Gumer, Jaboneropi kanchik, pi mana urmashpaka, lluchkarinmi.
Chapter19_107_107.wav	Muskuypicha karkanchik.
Chapter19_98_98.wav	Quince punto uno por cientoka mana mishashka.
Chapter19_138_138.wav	Ninan ninan kushikushka karkanchik.
Chapter19_53_53.wav	Mishakrinchikchu, mashi Amaru?
Chapter19_30_30.wav	Amaru Sánchezwan watarishkami yarin.
Chapter19_37_37.wav	Wawkikuna, Jesucristomi mishakrin.
Chapter19_155_155.wav	Jaboneropak ayllullaktapi
Chapter19_39_39.wav	Chay manapinka sinchi ñawi Apolonioka, shina willachiwarka ñukaman, marihuanata Guapowan fumanakushka nin, paykuna, paykunapa pandillawanpash.
Chapter19_152_152.wav	Nimata mana killkashkanchikchu cobardekunamantaka.
Chapter19_106_106.wav	Kunanka mushuk alcaldepa shutika, pishi, chayta riksikrinchik.
Chapter19_99_99.wav	Dos punto dos por ciento mana válido o yurakmi kan.
Chapter19_52_52.wav	Kasilla, kasilla, shinapash ña yachasha nishpa.
Chapter19_139_139.wav	Amaruwan ukllarirkanchik, cervezatapash rantirkanchik, pakalla pakallapash rimariy kallarirkanchik.
Chapter19_101_101.wav	Oy, ña kaywanka ñukaka kushillami kani.
Chapter19_55_55.wav	Shinapacha, mashi.
Chapter19_137_137.wav	Ñukapa wasipimi tantanakurkanchik.
Chapter19_97_97.wav	Chayka nisha ninmi ochenta y dos punto siete por ciento votokunami kan.
Chapter19_108_108.wav	Ñukanchik Amaru Sánchez candidatomi iskun puntowan mishashka.
Chapter19_63_63.wav	Ari, mana?
Chapter19_130_130.wav	Terrorismoka llaki kawsaymi ashtawanka kan.
Chapter19_64_64.wav	Consultata mishashpaka, alcaldíata mana mishashpapish, kushillami kakrinchik.
Chapter19_90_90.wav	Consulta popular nishkawan kallarikrin, ari mana shina nishkakunalla kashkamanta.
Chapter19_46_46.wav	Electrónicamanta yachak mashi Joaquín, paypash shamurka.
Chapter19_79_79.wav	Urnakunataka mana, shinapash papeletakunataka ari.
Chapter19_112_112.wav	Don Amaru, Radio Mundialman shuk willayta karaway.
Chapter19_41_41.wav	Chay empresario Armando runapash whiskyta upyakushka, payka mishanapacha kani nishpa purikurka ashtaka kullkita kushka kashkamanta.
Chapter19_115_115.wav	Shuyapaychik, shuyapaychik.
Chapter19_83_83.wav	Kankuna ñami yachakrinkichik pimi último asikrin.
Chapter19_77_77.wav	Shinapash, ari, imatapash rimanakunkapakka pachakunaka tiyanllami, nachu?
Chapter19_123_123.wav	Don Amaru, shinapash, kikinka allimanchu, llukimanchu rikunki?
Chapter19_48_48.wav	Marta, shinallatak hampik mashipash chayamurkakunami.
Chapter19_70_70.wav	Na alli shinaykunami alaparin, shinapash allikunapashmi alaparin.
Chapter19_84_84.wav	Paniku kipaman asirikka mana entendishpapash kipaman asirinllami.
Chapter19_124_124.wav	Ñukaka hawaman uraymanpash rikuni.
Chapter19_24_24.wav	Ñami chay urnas nishkakunataka municipiopa ayllullaktakunapika churashka.
Chapter19_148_148.wav	Ama niwaychu?
Chapter19_23_23.wav	Patita de Santoman munani.
Chapter19_141_141.wav	Salud, mashikuna, salud.
Chapter19_4_4.wav	Mana atallpashina kapariychu, manarak lulunta wachashpaka.
Chapter19_15_15.wav	Huyayay Cristo Rey!
Chapter19_3_3.wav	Tukuchinkapakka, tayta Amaru Sánchez, kikinka alcaldíata mishasha yuyankichu?
Chapter19_146_146.wav	Alcaldía, gobernación, kipamanka Asamblea Nacionalta.
Chapter19_12_12.wav	Ashtawan uyachinkapak munankichik?
Chapter19_85_85.wav	Kariyarishka.
Chapter19_71_71.wav	Ñuka tapuy, yachanimi, yachashami.
Chapter19_125_125.wav	Hawapi kakkunaka yapata charin, shinapash ukupi kakkunaka ashallata charin.
Chapter19_76_76.wav	Cervezakunapash mana tiyanachu.
Chapter19_82_82.wav	Alcaldía imata rurashka kakpipash, kunanka Jesucristomi mishakrin, alabado kachun.
Chapter19_49_49.wav	Eh, mejor tukuy Matria Libre partidomantakunami chayamurkakuna.
Chapter19_122_122.wav	Chaypika ñukataka ama satipay.
Chapter19_40_40.wav	Kayka ña ñukanchikpamari.
Chapter19_114_114.wav	Willachina panka kunuklla willachin.
Chapter19_47_47.wav	Uyachik antamanta wamprakunapash chayamurkami, uyachina antapika takikunatalla churashpa sakirka.
Chapter19_113_113.wav	Kishpichiway, Te ve la televisiónmantami kanchik.
Chapter19_78_78.wav	Karuyaychik, carajo, cajakunata pipash mana shuwankachu.
Chapter19_147_147.wav	Ari ari, imashpa mana, ushashunmari.
Chapter19_2_2.wav	Jabonero ayllullaktapika, tukuy municipiomanta runakuna manchaywan, nervioso shinakuna kan.
Chapter19_13_13.wav	Hakuchik, ñukawan, hakuchik.
Chapter19_5_5.wav	Shinapash mishashunmi yuyanimi.
Chapter19_140_140.wav	Upyashun, upyashun!
Chapter19_14_14.wav	Ñukaka pichkatami pastormanta churakrini.
Chapter19_22_22.wav	Ñukataka Chica Fuego kuytsawan sakiwachun.
Chapter19_149_149.wav	Kipaman mamallaktata ñawpaman apankapakka, nachu?
Chapter19_25_25.wav	Tukuylla runa llaktakunapipashmi ña churashka.
Chapter10_135_135.wav	Kaytaka chayshuk tuta chay waminsi wasita yallikukpimi kashna pasarkani.
Chapter10_61_61.wav	Tukuychu alli kankichik?
Chapter10_95_95.wav	Shinapacha.
Chapter10_132_132.wav	Internetta charinkimi nishpa Wilson runaka alcaldesamanka nikurka.
Chapter10_59_59.wav	Ari.
Chapter10_92_92.wav	Alcaldesa, yachanchikmi kay municipio imalla llakikunata charikta.
Chapter10_66_66.wav	Alli mikushpaka allimi llamkarin.
Chapter10_104_104.wav	Númerokunamanta rimakun.
Chapter10_50_50.wav	Yuyarinki.
Chapter10_68_68.wav	Ari, shina pacha.
Chapter10_103_103.wav	Parlan, parlan, mapa nishkakunata rikuchikun.
Chapter10_57_57.wav	Ñuka mashi Fredymi nikurka.
Chapter10_168_168.wav	Apéndice nishkata Martapa ushita wiksamanta llukchirkani.
Chapter10_157_157.wav	Ashta hampik wasipi shayarishka, hampiktaka maskashunpacha ninakurka.
Chapter10_150_150.wav	Mashikuna, asipashami, ima almatapash mana kayachinakushkachu.
Chapter10_159_159.wav	Kikin shuyuchishkanki, Martapa Apoloniopa ushitaka.
Chapter10_32_32.wav	Paypa willachinkapak churanata churakushka shuk mochilatapash aparishka purin.
Chapter10_166_166.wav	Kishpichiway, tayta cura.
Chapter10_192_192.wav	Alli kashkata wañuchik?
Chapter10_35_35.wav	Kunanka shuk celularwanlla tukuylla willachiyta ushanchik.
Chapter10_195_195.wav	Chay mana mana shulluchinkapakchu kan.
Chapter10_161_161.wav	Ari ari, kikin.
Chapter10_102_102.wav	Chay Wilson Gualachika parlaytaka mana shaykunchu.
Chapter10_69_69.wav	Mashi, kaypika internetka mana hapinkachu.
Chapter10_56_56.wav	Killparishkawanka mana pakta alli hamuktanichu.
Chapter10_105_105.wav	Ashta paypa empresaka sumak nikunmi.
Chapter10_51_51.wav	Chay Wilson runaka amenazashpami rirka.
Chapter10_58_58.wav	Uyachik antamantachu kankichik, kuytsa?
Chapter10_133_133.wav	Allikuta rikukpika allipacha kana shinami rikurin.
Chapter10_67_67.wav	Shinami nachu?
Chapter10_93_93.wav	Ña?
Chapter10_134_134.wav	Mana kashpaka, ñuka imatalla pasashkata uyapaychik.
Chapter10_94_94.wav	Pandemiaka ashtakata runakunata llamkaykuna illakmi sakirka.
Chapter10_60_60.wav	Allillachu chayamunkichik?
Chapter10_34_34.wav	Uyachikkunata aparishpa purina karyan ninmi, antenakunata, cablekunatapash.
Chapter10_160_160.wav	Ñuka?
Chapter10_194_194.wav	Pantankimi, mashi.
Chapter10_33_33.wav	Puntaka na pacha karyan ninmi, ñuka taytaka.
Chapter10_158_158.wav	Ñami yachanchik, hampik, ñami yachanchik!
Chapter10_193_193.wav	Chay hampikunaka wawata shulluchinkapakmi!
Chapter10_167_167.wav	Kay warmi imatak rimakunata mana yachanichu.
Chapter10_151_151.wav	Zoom, ari, chay Zoom nishkapimi Españamanta mashiwan rimankapak munanakushka.
Chapter10_169_169.wav	Apendisitis.
Chapter10_156_156.wav	Martapak ushita shuk aborto, aborto shinashkata ninakurkami.
Chapter10_216_216.wav	Wawakuna, Dios kachamushkata charinalla.
Chapter10_229_229.wav	Harkay ushashpaka mana chuchuchinakunkachu.
Chapter10_211_211.wav	Mana shinachu.
Chapter10_227_227.wav	Imatak nikunkitakyari.
Chapter10_218_218.wav	Ama Diostaka kaypi churaychu, tayta cura.
Chapter10_220_220.wav	Apoloniokunashina runakuna tiyan.
Chapter10_221_221.wav	Ashtaka kashkakunata rurashka, manapinkakunami purinakun.
Chapter10_226_226.wav	Imashina shuk mashi nin.
Chapter10_219_219.wav	Ayllu ukukunapika machashka kusakunami violashpa chichu sakin.
Chapter10_210_210.wav	Nachu shina yuyanki?
Chapter10_217_217.wav	Shinami.
Chapter10_228_228.wav	Shulluchik.
Chapter10_232_232.wav	Kishpichipay, Jesucristo.
Chapter10_204_204.wav	Imatak ninki?
Chapter10_203_203.wav	Kikin mana hapichunka.
Chapter10_202_202.wav	Mana munashka chichuyayta harkayta.
Chapter10_205_205.wav	Kikin mana hampinkichu.
Chapter10_233_233.wav	Jaboneropak ayllullaktapi
Chapter10_234_234.wav	Pandemiamanta rimaykuna
Chapter10_174_174.wav	Ninan nanayta charirka apéndice nishkawan.
Chapter10_180_180.wav	Kunanka paypa ushika imapash na tukushkashna purikun.
Chapter10_20_20.wav	Alli uyachik antata rurankapakka kanchaman llukshishpa ruranami kankichik nirkami.
Chapter10_187_187.wav	Chaymantami pushakkunawan kashna ruraykuna ama katichun, ama kullkita mañashpa shuk hampi rikurichun.
Chapter10_18_18.wav	Shinapash, ñukanchikmi mashikunapaman chayana kanchik.
Chapter10_173_173.wav	Imatak nikunki?
Chapter10_27_27.wav	Ñuka churi Fredywan kushillami kani.
Chapter10_9_9.wav	Ashtaka uyakkunata charinchik.
Chapter10_145_145.wav	Chaymantami kashna ruraykunawan kanka yarkani.
Chapter10_11_11.wav	Pandemiamanta rimaykuna
Chapter10_142_142.wav	Mana uyayta ushanchikchu, Miguelina.
Chapter10_7_7.wav	Ñami shuk alli tantanakuyta shinashkanchik.
Chapter10_29_29.wav	Payta unkushpa wañurka.
Chapter10_16_16.wav	Ari, mashikuna kayachikpi, imapash willachiykuna chayamukpi allimi kan.
Chapter10_189_189.wav	Kay hampipa shutika kanmi, píldoras del día después.
Chapter10_129_129.wav	Allipacha kushikushkami kani kay proyecto minerowan.
Chapter10_42_42.wav	Ima nishpa ñukaka, Fredy?
Chapter10_89_89.wav	Ñukapash kushikuni.
Chapter10_116_116.wav	Kaymi kan, wiñariy.
Chapter10_45_45.wav	Kunanka ñuka Lulawan rishun.
Chapter10_111_111.wav	Aha, allipachami kan, alcaldesa.
